name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
43068,2022-11-18,32,22.6,29.2,22,13.8,19.5,18.1,63.3,0,0,0,snow,0,0,30.5,18.1,251.8,1022.8,88.8,8.7,30.7,2.7,2,10,2022-11-18T07:19:47,2022-11-18T17:12:38,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,C7241,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2022-11-19,34.1,21.2,27.2,24.1,8.8,16.4,13.2,56.9,0,0,0,,0,0,36.9,24.6,233.7,1022.5,66.2,9.6,122.7,10.7,5,10,2022-11-19T07:20:55,2022-11-19T17:11:58,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,C7241,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2022-11-20,30,17.8,23.7,20.4,4,13.7,6.3,48,0,0,0,,0,0,30.8,17.6,255,1029,10.9,9.9,125.5,10.8,5,10,2022-11-20T07:22:03,2022-11-20T17:11:19,0.9,Clear,Clear conditions throughout the day.,clear-day,"KCMH,C7241,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2022-11-21,47,21.5,32.8,41.3,14.4,26.6,9.2,38.2,0,0,0,,0,0,29.1,16.1,194,1027.3,7.3,9.9,125.9,10.9,5,10,2022-11-21T07:23:10,2022-11-21T17:10:42,0.93,Clear,Clear conditions throughout the day.,clear-day,"KCMH,C7241,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2022-11-22,53.2,26.6,38.4,53.2,22.5,35.5,18.1,45.1,0,0,0,,0,0,21.9,13.9,190.5,1026.3,7.7,9.9,122,10.5,5,10,2022-11-22T07:24:17,2022-11-22T17:10:08,0.96,Clear,Clear conditions throughout the day.,clear-day,"KCMH,C7241,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2022-11-23,56.3,26.6,39.6,56.3,25.2,38.5,23.2,54.6,0,0,0,,0,0,11.6,9,163.9,1025,17.2,9.7,119.2,10.4,5,10,2022-11-23T07:25:24,2022-11-23T17:09:35,0,Clear,Clear conditions throughout the day.,clear-day,"KCMH,C7241,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2022-11-24,62.2,27.7,44.8,62.2,27.7,44.7,28.4,56.7,0,0,0,,0,0,13.4,7.2,172.4,1022.8,63.8,9.8,116,9.9,5,10,2022-11-24T07:26:30,2022-11-24T17:09:05,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,C7241,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2022-11-25,53.1,35.5,47.2,53.1,35.5,44.7,39,74.6,0.068,100,20.83,rain,0,0,29.8,14.6,290.2,1019.6,52,8.7,97.9,8.5,5,10,2022-11-25T07:27:35,2022-11-25T17:08:37,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KCMH,C7241,KOSU,KLHQ,0891W,72428804804,72429453844,E2973,72428014821"
43068,2022-11-26,54.2,26.9,40.6,54.2,25.1,39,30.3,70.4,0,0,0,,0,0,14.1,10.3,156.5,1020,32.8,8.7,113.9,9.9,5,10,2022-11-26T07:28:40,2022-11-26T17:08:11,0.1,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KCMH,KOSU,KLHQ,0891W,72428804804,72429453844,E2973,72428014821"
43068,2022-11-27,57.9,43.1,49.1,57.9,36.4,46.4,44.7,85.6,0.599,100,66.67,rain,0,0,40.6,24.4,209.6,1001.7,97.6,7.9,22.1,1.9,1,10,2022-11-27T07:29:44,2022-11-27T17:07:47,0.13,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KCMH,C7241,KOSU,KLHQ,72428804804,72429453844,E2973,0731W,72428014821"
43068,2022-11-28,43.9,40,42.1,42.3,35.1,39.4,39.4,90.2,0.001,100,4.17,rain,0,0,21.5,14.1,308.1,1013.8,99.9,7.7,17.7,1.6,1,10,2022-11-28T07:30:47,2022-11-28T17:07:25,0.17,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KCMH,C7241,KOSU,KLHQ,0891W,72428804804,72429453844,72428014821"
43068,2022-11-29,57.8,43.1,50.3,57.8,39.6,48.5,41.8,74.6,0,0,0,rain,0,0,28,16.3,149,1015,86.8,7.9,79.2,6.7,5,10,2022-11-29T07:31:49,2022-11-29T17:07:05,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,C7241,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2022-11-30,55.2,29.1,40.2,55.2,16.6,32.4,30.7,70.6,0.388,100,37.5,"rain,snow",0,0,42.7,30.6,260.1,1013.5,73.2,9,92.6,8,5,10,2022-11-30T07:32:51,2022-11-30T17:06:48,0.25,"Snow, Rain, Partially cloudy",Clearing in the afternoon with rain or snow clearing later.,rain,"KCMH,C7241,KOSU,KLHQ,0891W,72428804804,72429453844,72428014821"
43068,2022-12-01,35.2,21.8,28.4,35.2,11.3,21.1,16.6,61.3,0,0,0,,0,0,30.4,16.8,256.2,1031.8,27.6,9.9,116,9.9,5,10,2022-12-01T07:33:52,2022-12-01T17:06:33,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,C7241,KOSU,KLHQ,0891W,72428804804,72429453844,72428014821"
43068,2022-12-02,53.3,28.4,41,53.3,21.5,37.6,22.9,49.7,0,0,0,rain,0,0,30.6,16.3,164.4,1023.8,88,9.9,42.9,3.6,2,10,2022-12-02T07:34:51,2022-12-02T17:06:20,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,C7241,KOSU,KLHQ,0891W,72428804804,72429453844,72428014821"
43068,2022-12-03,55,27.9,44,55,20.2,40.2,36.4,75.2,0.154,100,33.33,rain,0,0,44.1,20.7,258.8,1021.6,57.7,8.8,80.4,6.9,4,10,2022-12-03T07:35:50,2022-12-03T17:06:09,0.34,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"KCMH,C7241,KOSU,KLHQ,0891W,72428804804,72429453844,72428014821"
43068,2022-12-04,38.2,20.5,28.6,32.8,13.5,23.7,17.1,63.9,0,0,0,,0,0,14.1,11.1,209.5,1026.1,19.5,9.9,130.5,11.4,6,10,2022-12-04T07:36:48,2022-12-04T17:06:01,0.38,Clear,Clear conditions throughout the day.,clear-day,"KCMH,C7241,KOSU,KLHQ,0891W,72428804804,72429453844,72428014821"
43068,2022-12-05,47.9,24,36.6,44.5,19.6,33.5,20.5,54.2,0,0,0,rain,0,0,19.5,10.2,149,1018,75.7,9.9,82.5,7,5,10,2022-12-05T07:37:44,2022-12-05T17:05:54,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,C7241,KOSU,KLHQ,0891W,72428804804,72429453844,72428014821"
43068,2022-12-06,51.4,41.6,47.3,51.4,39.1,45.8,46.6,97.4,0.09,100,41.67,rain,0,0,16.6,7.7,133.6,1016.2,100,2.7,20.4,1.9,1,10,2022-12-06T07:38:40,2022-12-06T17:05:50,0.45,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KCMH,C7241,KOSU,KLHQ,0891W,72428804804,72429453844,72428014821"
43068,2022-12-07,52.2,47.1,50.5,52.2,43.9,49.7,49.1,95.1,0.15,100,25,rain,0,0,8.9,8.6,324.7,1021.4,100,5,15.7,1.3,1,10,2022-12-07T07:39:34,2022-12-07T17:05:49,0.5,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"KCMH,C7241,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2022-12-08,47,39.3,44.2,46.1,34.5,41.6,40.9,88.1,0,0,0,rain,0,0,11.4,8.8,26,1026.5,96.4,6.8,15.3,1.4,1,10,2022-12-08T07:40:26,2022-12-08T17:05:49,0.52,Overcast,Cloudy skies throughout the day.,cloudy,"KCMH,C7241,KOSU,KLHQ,0891W,72428804804,72429453844,E2973,72428014821"
43068,2022-12-09,50,35.1,42.6,46.3,29.5,37.8,36,79.1,0.05,100,12.5,rain,0,0,18.3,13.4,61.9,1022.5,76.6,7.4,77,6.7,4,10,2022-12-09T07:41:18,2022-12-09T17:05:52,0.55,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"KCMH,C7241,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2022-12-10,42.4,38.9,40.9,42.3,34.8,39.1,36.7,84.8,0.01,100,4.17,rain,0,0,12.8,7.5,24.4,1021.9,100,7.6,29.8,2.5,1,10,2022-12-10T07:42:08,2022-12-10T17:05:57,0.58,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KCMH,C7241,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2022-12-11,43.2,39.7,41.6,42.3,34.8,38.4,37.7,86.1,0.012,100,8.33,rain,0,0,11.4,11,324.1,1021.6,100,6.7,22.9,2,1,10,2022-12-11T07:42:56,2022-12-11T17:06:04,0.62,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"KCMH,C7241,KOSU,KLHQ,0891W,72428804804,72429453844,72428014821"
43068,2022-12-12,39.8,37.1,38.5,38,30.7,33.6,31.2,75.7,0,0,0,,0,0,10.3,10.5,26,1025.4,100,8.3,29.6,2.6,2,10,2022-12-12T07:43:43,2022-12-12T17:06:14,0.65,Overcast,Cloudy skies throughout the day.,cloudy,"KCMH,C7241,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2022-12-13,41,33.2,35.7,36.3,26.4,29.7,26.5,69,0,0,0,,0,0,15,11.3,83,1025,89.8,9.5,68.5,5.8,4,10,2022-12-13T07:44:29,2022-12-13T17:06:25,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,C7241,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2022-12-14,44.1,33.7,38.5,39.4,26.3,31.7,27.2,65.2,0.079,100,20.83,rain,0,0,26.4,17.3,97.7,1016.3,94.7,9.1,24,2,1,10,2022-12-14T07:45:13,2022-12-14T17:06:39,0.71,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KCMH,C7241,KOSU,KLHQ,0891W,72428804804,72429453844,E2973,72428014821"
43068,2022-12-15,51.3,39.7,45.8,51.3,31.4,42.5,42.2,87.6,0.436,100,41.67,rain,0,0,26.4,16.9,176.4,1005.3,91.7,8.3,39,3.5,2,10,2022-12-15T07:45:55,2022-12-15T17:06:55,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KCMH,C7241,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2022-12-16,41,34.1,37.6,37.2,24.1,30.7,26.6,64.7,0.002,100,4.17,"rain,snow",0,0,28.9,15.3,241.2,1008.8,99.4,9.9,31.8,2.6,2,10,2022-12-16T07:46:36,2022-12-16T17:07:14,0.75,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,rain,"KCMH,C7241,KOSU,KLHQ,0891W,72428804804,72429453844,72428014821"
43068,2022-12-17,33.3,29,31.4,25.8,19.6,23.2,22.1,68.6,0.01,100,4.17,"rain,snow",0.2,0,30.8,13.7,242.9,1010.8,97.4,8.4,24,2,1,10,2022-12-17T07:47:15,2022-12-17T17:07:34,0.81,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,snow,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2022-12-18,28.3,24.2,25.9,24.2,12.2,16.3,18,71.7,0,0,0,,0.4,0.1,23,18.2,266.5,1020.5,87.1,8.8,29.9,2.5,1,10,2022-12-18T07:47:52,2022-12-18T17:07:57,0.85,Partially cloudy,Partly cloudy throughout the day.,snow,"KCMH,C7241,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2022-12-19,28.1,17.9,21.9,24.3,9.1,15.3,15.9,77.7,0,0,0,,0,0,12.8,7.8,304.4,1030.8,47.6,9.9,79.7,6.7,4,10,2022-12-19T07:48:27,2022-12-19T17:08:21,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,C7241,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2022-12-20,37.9,18.9,26.8,37.9,11.7,23.7,19.1,73.7,0,0,0,,0,0,10.3,5.8,79.5,1031.9,54.2,9.5,69.9,6.1,3,10,2022-12-20T07:49:00,2022-12-20T17:08:48,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,C7241,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2022-12-21,42,20,30.5,38.1,14,27.5,20.8,69.4,0,0,0,,0,0,11.4,7.7,69.9,1028.9,58.8,8.9,88.6,7.8,4,10,2022-12-21T07:49:32,2022-12-21T17:09:17,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,C7241,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2022-12-22,43.2,36.2,41.1,42.4,30.5,36.2,32.2,73.5,0.158,100,25,rain,0,0,23,12.7,137.4,1011.9,97.1,7.3,22.2,2,1,10,2022-12-22T07:50:01,2022-12-22T17:09:48,0.98,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KCMH,C7241,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2022-12-23,34.6,-7.1,1.6,24.8,-32.5,-21.3,-4,76.8,0.254,100,33.33,snow,9,4.1,40.8,28.8,255.8,1009.6,100,1.3,42.3,3.7,2,10,2022-12-23T07:50:29,2022-12-23T17:10:20,0,"Snow, Overcast",Cloudy skies throughout the day with snow clearing later.,snow,"KCMH,KOSU,KLHQ,0891W,72428804804,72429453844,E2973,72428014821"
43068,2022-12-24,14,-0.9,5.5,-1.1,-22.5,-13.6,-1.6,71.7,0.003,100,12.5,snow,0,4.5,33.1,21.9,236.3,1016.5,99.2,5.4,52.9,4.5,2,10,2022-12-24T07:50:54,2022-12-24T17:10:55,0.04,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"KCMH,C7241,KOSU,KLHQ,0891W,72428804804,72429453844,E2973,72428014821"
43068,2022-12-25,15.3,8.1,11.2,3.6,-7.9,-2.1,2.1,66.3,0,0,0,snow,0,4.2,24.2,15.7,238.5,1019.7,61.3,9.9,85,7.4,4,10,2022-12-25T07:51:18,2022-12-25T17:11:32,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,C7241,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2022-12-26,21.3,7.7,15.7,16.7,-1.4,7.5,9.8,77.3,0.026,100,12.5,snow,0.4,4,10.3,9,175.4,1024.1,81.5,8.1,34.5,3,2,10,2022-12-26T07:51:39,2022-12-26T17:12:10,0.11,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"KCMH,C7241,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2022-12-27,32.1,22,27.2,25.3,15.7,20.8,23.6,86.3,0,0,0,snow,0,4,15,9.8,194.9,1024.8,99.2,7.7,24.9,2.2,1,10,2022-12-27T07:51:58,2022-12-27T17:12:51,0.15,Overcast,Cloudy skies throughout the day.,cloudy,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,0731W,72428014821"
43068,2022-12-28,44.3,23,34.8,38.5,15.5,28.7,24.5,67.4,0,0,0,,0,2.6,20.8,12.8,166.1,1021.1,45.3,9.8,91.8,7.9,5,10,2022-12-28T07:52:16,2022-12-28T17:13:33,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,C7241,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2022-12-29,56.9,39.8,48.7,56.9,35.3,45.9,35.5,60.4,0,0,0,,0,1.2,21.9,12.4,170.2,1020.6,77.7,9.9,38.8,3.3,4,10,2022-12-29T07:52:31,2022-12-29T17:14:17,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,C7241,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2022-12-30,65,54.9,58,65,54.9,58,42.3,55.9,0.001,100,4.17,rain,0,0.8,20.8,13.4,175,1018.5,92.9,9.9,53.4,4.5,3,10,2022-12-30T07:52:44,2022-12-30T17:15:02,0.25,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KCMH,C7241,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2022-12-31,58.6,39.3,51.3,58.6,35.6,50.2,47.8,88.8,0.39,100,45.83,rain,0,0.7,18.3,14.9,229.7,1012.3,95.9,7.9,9.8,0.9,0,10,2022-12-31T07:52:55,2022-12-31T17:15:49,0.28,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KCMH,C7241,KOSU,KLHQ,72428804804,72429453844,E2973,0731W,72428014821"
43068,2023-01-01,51.3,35.4,44.9,51.3,31.5,43.7,43.5,95.2,0,0,0,rain,0,0,21.9,15.1,212.5,1016.2,94.1,5.4,15.3,1.4,1,10,2023-01-01T07:53:03,2023-01-01T17:16:38,0.32,Overcast,Cloudy skies throughout the day.,cloudy,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-01-02,58.1,48.8,53.3,58.1,47.7,53.1,50.8,91.2,0.037,100,12.5,rain,0,0,10.3,9,158,1017.3,99.9,7.1,35.2,3,2,10,2023-01-02T07:53:10,2023-01-02T17:17:28,0.35,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,0731W,72428014821"
43068,2023-01-03,62.1,56,59.3,62.1,56,59.3,57.2,92.9,0.587,100,50,rain,0,0,32.2,13.9,182.8,1008.6,96.7,8,16.1,1.4,1,10,2023-01-03T07:53:14,2023-01-03T17:18:20,0.39,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KCMH,KOSU,KLHQ,0891W,72428804804,72429453844,E2973,72428014821"
43068,2023-01-04,60.8,39.9,54.6,60.8,37.5,53.7,50.8,87.5,0.581,100,25,rain,0,0,24.7,16.4,210.2,1007.3,75.2,9,30.3,2.6,3,10,2023-01-04T07:53:16,2023-01-04T17:19:14,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-01-05,46.3,34.8,40.6,41.2,29.6,35.2,32.3,72.7,0.012,100,8.33,rain,0,0,26.4,17.9,222.8,1014.6,69.7,9.9,53.2,4.7,3,10,2023-01-05T07:53:16,2023-01-05T17:20:08,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-01-06,37.9,34.7,36,31.9,26.3,29.1,29.8,78.1,0.006,100,4.17,"rain,snow",0,0,21.2,13.4,268.9,1020.8,99.8,9.4,12.6,1,1,10,2023-01-06T07:53:13,2023-01-06T17:21:04,0.5,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,rain,"KCMH,KOSU,KLHQ,0891W,72428804804,72429453844,E2973,72428014821"
43068,2023-01-07,39.1,28.7,33.1,39.1,26.2,30.9,24,69.9,0,0,0,snow,0,0,8.1,6.6,354.3,1026.7,61.6,9.9,91,7.7,5,10,2023-01-07T07:53:09,2023-01-07T17:22:02,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,C7241,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-01-08,41,25.7,33.3,37,19.9,28.2,25.3,72.7,0,0,0,,0,0,10.3,10.1,53.9,1023.4,72.1,9.9,65.9,5.7,4,10,2023-01-08T07:53:02,2023-01-08T17:23:00,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-01-09,35.2,24.8,30.6,31.4,20.3,25.2,25.4,81.1,0,0,0,snow,0,0,16.1,11.3,264.2,1021.8,53.8,8,50.8,4.5,2,10,2023-01-09T07:52:53,2023-01-09T17:24:00,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-01-10,43.3,27,34.6,39.6,23.1,31.5,29,80.4,0,0,0,,0,0,13.9,8.1,132.2,1017,66.1,9,39.2,3.4,2,10,2023-01-10T07:52:41,2023-01-10T17:25:01,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-01-11,48.8,29.9,39.6,46.3,26.7,36.9,35.6,86.1,0.047,100,16.67,rain,0,0,13.9,10,124.3,1014.1,88.3,7.9,33.7,3,2,10,2023-01-11T07:52:28,2023-01-11T17:26:03,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-01-12,52.3,37.1,45.8,52.3,27.4,42.4,44.6,95.3,0.675,100,50,rain,0,0,35.6,23.6,355.1,1007,99.9,6.1,7.7,0.6,0,10,2023-01-12T07:52:12,2023-01-12T17:27:06,0.69,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KCMH,KOSU,KLHQ,0891W,72428804804,72429453844,E2973,72428014821"
43068,2023-01-13,37.2,29,32.2,28.6,18.3,22.4,28,84.1,0.015,100,16.67,"rain,snow",0.1,0,30.7,18.3,334.9,1015.5,100,8.6,17.9,1.7,1,10,2023-01-13T07:51:55,2023-01-13T17:28:10,0.73,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-01-14,29.8,21.6,25.9,22.5,11,17,17.7,70.9,0,0,0,snow,0.1,0,25.3,17.2,339.7,1023.6,66.7,9.5,75.8,6.5,4,10,2023-01-14T07:51:35,2023-01-14T17:29:14,0.75,Partially cloudy,Partly cloudy throughout the day.,snow,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-01-15,36.2,17.1,25.9,32.4,17.1,23.2,17.2,71,0,0,0,snow,0,0,10.3,6.4,122.4,1025.7,37.1,9.8,104.6,9.1,4,10,2023-01-15T07:51:12,2023-01-15T17:30:20,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-01-16,43.1,26.4,34.5,37.9,18.6,28.7,23.2,65,0.25,100,25,"rain,snow",0,0,15,11.2,134.9,1016.1,76.2,9.2,68.2,5.6,3,10,2023-01-16T07:50:48,2023-01-16T17:31:26,0.83,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"KCMH,C7241,KOSU,KLHQ,0891W,72428804804,72429453844,72428014821"
43068,2023-01-17,58.8,39.8,48.6,58.8,32.1,45.7,42.9,82.1,0.012,100,12.5,rain,0,0,28.7,20.3,237.9,1004.9,86.6,9.5,60.8,5.3,4,10,2023-01-17T07:50:22,2023-01-17T17:32:34,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-01-18,42.2,38.2,39.5,41.2,30,34.5,34.4,81.9,0.01,100,8.33,rain,0,0,25.2,17.2,289.6,1015.1,99.4,9.8,21.9,1.9,1,10,2023-01-18T07:49:53,2023-01-18T17:33:41,0.89,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-01-19,60.4,39.9,48.8,60.4,32.4,44.4,41.4,78.1,0.58,100,41.67,rain,0,0,46.5,27.1,209.6,1004,82.8,8.4,101.8,8.7,5,10,2023-01-19T07:49:23,2023-01-19T17:34:50,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-01-20,39.8,34.1,35.8,30.6,24,26.4,28,72.8,0.001,100,4.17,"rain,snow",0.1,0,35.9,22.3,265.2,1016.2,100,9.3,15.3,1.2,1,10,2023-01-20T07:48:50,2023-01-20T17:35:59,0.96,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,snow,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-01-21,34.1,31.9,33.1,30,25.7,27.4,26.1,75.8,0,0,0,snow,0,0,13.9,9.1,234.8,1023.3,99.2,9.8,20.9,1.8,1,10,2023-01-21T07:48:16,2023-01-21T17:37:08,0,Overcast,Cloudy skies throughout the day.,cloudy,"KCMH,C7241,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-01-22,33.3,27.8,31.4,33.3,22,27.5,28.4,88.5,0.161,100,37.5,"rain,snow",4.9,1,11.4,8,55.6,1011.9,91.8,5,16.3,1.2,1,10,2023-01-22T07:47:39,2023-01-22T17:38:19,0.03,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-01-23,34.1,29.1,32,27.2,20.9,23.6,27.4,83.5,0.015,100,8.33,snow,0.6,1.8,21.9,13.7,284.8,1016.6,98.8,7,17.2,1.5,1,10,2023-01-23T07:47:00,2023-01-23T17:39:29,0.06,"Snow, Overcast",Cloudy skies throughout the day with morning snow.,snow,"KCMH,C7241,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-01-24,39,27.3,32,36.7,19,26.2,26.5,80.4,0,0,0,,0,0.8,19.5,12.3,213.3,1024,73.2,8.6,89.5,7.5,5,10,2023-01-24T07:46:20,2023-01-24T17:40:40,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-01-25,47,33.1,37.2,44.6,25.1,29.8,34.5,90.1,0.597,100,62.5,"rain,freezingrain,snow",4.7,1,35.6,22.9,186.9,1007,97.8,7.4,17.8,1.3,1,10,2023-01-25T07:45:37,2023-01-25T17:41:51,0.13,"Snow, Rain, Freezing Drizzle/Freezing Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"KCMH,KOSU,KLHQ,0891W,72428804804,72429453844,E2973,72428014821"
43068,2023-01-26,35.2,29.2,33.1,26.9,18.9,23.6,28.6,83.6,0.01,100,4.17,snow,0.8,0.3,29.1,17.1,256.7,1012.4,100,7,22.7,1.9,1,10,2023-01-26T07:44:53,2023-01-26T17:43:03,0.16,"Snow, Overcast",Cloudy skies throughout the day with morning snow.,snow,"KCMH,KOSU,KLHQ,0891W,72428804804,72429453844,E2973,72428014821"
43068,2023-01-27,42.3,24.4,31.7,35.9,13.6,22.3,19.3,60.5,0,0,0,snow,0,1.2,33.3,17,209.2,1018.4,84,9.6,85.2,7.1,5,10,2023-01-27T07:44:06,2023-01-27T17:44:14,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
