STATION,NAME,DATE,ACMC,ACMH,ACSC,ACSH,AWND,FMTM,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV03
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",10/20/1985,,100,,100,7.61,1650,2118,0.68,,0,0,,63,51,0,40,,,45,,,12.1,,,20.8,,1,,,,,,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",10/21/1985,,100,,100,5.14,1550,118,0,,0,0,,55,49,0,50,,,90,,,8.1,,,12.8,,1,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",10/22/1985,,100,,100,2.24,2050,2051,0,,0,0,,60,53,0,90,,,90,,,6.9,,,8.1,,1,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",10/23/1985,,80,,70,5.82,1351,1400,0.13,,0,0,,74,48,71,150,,,135,,,12.1,,,20.8,,1,,,,,,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",10/24/1985,,70,,90,8.5,1450,1451,0.37,,0,0,,73,59,144,300,,,315,,,17,,,32.2,,1,,1,,,,,,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",10/25/1985,,10,,0,3.8,1150,1121,0,,0,0,,64,40,646,350,,,360,,,10.1,,,15,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",10/26/1985,,30,,20,2.68,950,939,0,,0,0,,69,34,620,140,,,135,,,12.1,,,17.2,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",10/27/1985,,90,,90,4.25,1450,1821,0,,0,0,,74,39,446,280,,,360,,,10.1,,,16.1,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",10/28/1985,,80,,90,6.71,1250,1401,0,,0,0,,59,42,430,50,,,360,,,14.1,,,18.3,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",10/29/1985,,90,,100,8.05,850,936,0,,0,0,,57,38,254,80,,,90,,,14.1,,,19.5,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",10/30/1985,,100,,100,4.25,1550,1242,0.13,,0,0,,53,42,0,50,,,45,,,13,,,16.1,,,,,,,,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",10/31/1985,,90,,100,10.29,2150,2335,0,,0,0,,68,48,63,110,,,90,,,16.1,,,24.2,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/1/1985,,100,,100,14.99,1552,1027,0.05,,0,0,,69,56,135,120,,,90,,,21,,,33.3,,,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/2/1985,,100,,100,6.71,450,535,0.71,,0,0,,61,55,0,130,,,135,,,14.1,,,17.2,,1,,,,,,,,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/3/1985,,100,,100,7.38,350,2328,0.91,,0,0,,55,47,0,330,,,360,,,12.1,,,15,,1,,,,,,,,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/4/1985,,100,,100,14.99,1950,1258,0.22,,0,0,,48,43,0,340,,,360,,,21,,,34.4,,1,,,,,,,,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/5/1985,,100,,100,16.11,50,355,0.15,,0,0,,52,45,0,340,,,360,,,21.9,,,33.3,,1,,,,,,,,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/6/1985,,100,,100,6.71,1251,336,0,,0,0,,49,44,3,240,,,315,,,8.9,,,16.1,,1,,,,,,,,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/7/1985,,70,,100,7.38,1733,1607,0.27,,0,0,,47,35,0,290,,,270,,,14.1,,,21.9,,1,,,,,,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/8/1985,,50,,60,7.61,1450,1326,0,,0,0,,57,31,296,210,,,225,,,19.9,,,28.9,,,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/9/1985,,90,,100,9.62,2350,2310,0.93,,0,0,,59,45,0,200,,,225,,,17.9,,,30,,1,,1,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/10/1985,,90,,100,10.07,51,100,2.38,,0,0,,59,48,0,210,,,225,,,19.9,,,28.9,,1,,1,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/11/1985,,100,,100,4.25,333,427,0.15,,0,0,,50,46,0,10,,,45,,,8.1,,,15,,1,,,,,,,,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/12/1985,,90,,100,4.47,1430,1509,0.25,,0,0,,62,47,0,180,,,180,,,8.1,,,11.4,,1,,,,,,,,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/13/1985,,100,,100,5.59,1350,1355,0.42,,0,0,,68,59,0,250,,,270,,,6.9,,,12.8,,1,,,,,,,,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/14/1985,,100,,100,8.05,1851,1856,0.33,,0,0,,67,46,1,340,,,360,,,17.9,,,31.1,,1,,1,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/15/1985,,100,,100,6.93,1052,1956,0.69,,0,0,,49,43,0,70,,,90,,,12.1,,,17.2,,,,,,,,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/16/1985,,70,,80,8.05,1550,1104,0.71,,0,0,,61,41,114,270,,,180,,,16.1,,,23,,1,,,,,,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/17/1985,,80,,80,5.37,1450,1323,0,,0,0,,53,39,152,220,,,225,,,8.1,,,13.9,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/18/1985,,90,,100,6.26,1351,1511,0.03,,0,0,,68,43,32,150,,,180,,,8.9,,,15,,,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/19/1985,,80,,100,6.93,2250,2357,0,,0,0,,73,61,16,180,,,180,,,11,,,20.8,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/20/1985,,80,,80,11.63,250,407,0.04,,0,0,,69,30,63,210,,,270,,,25.1,,,39.1,,,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/21/1985,,80,,60,8.28,2151,2149,0,,0,0,,39,25,396,80,,,90,,,15,,,24.2,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/22/1985,,100,,100,8.5,1251,1253,0.04,,0,0,,42,36,0,290,,,270,,,17.9,,,21.9,,1,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/23/1985,,40,,10,4.25,1450,1444,0,,0,0,,48,30,578,120,,,135,,,8.9,,,15,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/24/1985,,90,,70,6.04,454,438,0,,0,0,,43,35,304,340,,,315,,,10.1,,,15,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/25/1985,,100,,100,6.49,807,758,0.2,,0,0,,40,33,0,80,,,90,,,12.1,,,16.1,,1,,,,,1,,1,,,,1,,1,1,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/26/1985,,100,,100,6.93,1150,1153,1.41,,0,0,,62,39,0,210,,,225,,,14.1,,,20.8,,1,,1,,,,,,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/27/1985,,100,,100,8.05,252,257,0.35,,0,0,,55,38,0,360,,,360,,,17,,,21.9,,1,,,,,,,1,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/28/1985,,100,,100,4.7,1950,139,0.43,,0,0,,42,37,0,350,,,45,,,8.1,,,12.8,,,,,,,,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/29/1985,,100,,100,6.49,1850,1411,0,,0,0,,41,39,0,70,,,90,,,10.1,,,18.3,,1,,,,,,,1,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/30/1985,,100,,100,1.57,1450,18,0,,0,0,,45,40,0,210,,,135,,,6,,,10.3,,1,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/1/1985,,90,,100,13.65,2250,2311,0.18,,0,0,,58,34,0,250,,,225,,,34.9,,,44.7,,1,,,,,,,1,,,,1,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/2/1985,,80,,90,25.28,251,326,0.01,,0.1,0,,34,16,23,240,,,270,,,34.9,,,48.3,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/3/1985,,100,,90,5.59,2350,5,0,,0,0,,26,17,0,290,,,270,,,16.1,,,19.5,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/4/1985,,100,,100,5.59,1250,1732,0,,0,0,,32,24,0,180,,,180,,,10.1,,,16.1,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/5/1985,,100,,100,4.92,1050,1013,0.2,,2,0,,36,32,0,190,,,180,,,10.1,,,17.2,,1,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/6/1985,,100,,100,7.83,250,232,0.02,,0.2,0,,33,30,0,280,,,225,,,15,,,18.3,,1,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/7/1985,,90,,100,5.59,1350,1506,0,,0,0,,35,28,0,190,,,180,,,12.1,,,15,,1,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/8/1985,,50,,50,4.25,1350,1352,0,,0,0,,43,26,95,230,,,270,,,12.1,,,15,,1,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/9/1985,,60,,80,2.24,1332,1407,0,,0,0,,47,26,12,240,,,225,,,8.1,,,11.4,,1,1,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/10/1985,,100,,100,6.26,1253,1307,0.39,,0,0,,52,37,0,200,,,180,,,16.1,,,24.2,,1,,,,,,,,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/11/1985,,100,,100,6.93,2250,2320,0.65,,0,0,,52,38,0,330,,,315,,,14.1,,,20.8,,1,,,,,,,,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/12/1985,,100,,100,5.14,2350,1,0,,0,0,,39,36,0,320,,,315,,,12.1,,,16.1,,1,,,,,,,1,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/13/1985,,100,,100,9.4,1307,1356,0.11,,1.1,0,,36,20,0,350,,,315,,,17.9,,,26.4,,1,,,,,,,1,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/14/1985,,20,,0,11.18,951,1313,0,,0,1,,20,7,557,270,,,270,,,15,,,21.9,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/15/1985,,60,,80,12.08,1026,1938,0,,0,1,,30,11,180,240,,,225,,,17.9,,,26.4,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/16/1985,,100,,100,12.75,1335,1856,0,,0.1,1,,36,23,0,210,,,270,,,19.9,,,31.1,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/17/1985,,80,,100,8.95,2352,2358,0.07,,1.4,1,,25,13,0,280,,,270,,0.1,17,,,28.9,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/18/1985,,10,,20,11.63,152,213,0,,0,2,,16,1,555,260,,,270,,0.1,19.9,,,33.3,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/19/1985,,10,,0,4.7,750,817,0,,0,2,,22,1,560,210,,,225,,,10.1,,,16.1,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/20/1985,,90,,100,6.26,1750,1756,0.07,,1.4,1,,25,11,0,280,,,270,,0.1,14.1,,,18.3,,1,,,,,,,1,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/21/1985,,10,,10,5.59,1650,1429,0,,0,2,,19,2,464,260,,,225,,0.1,13,,,17.2,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/22/1985,,90,,100,11.41,1451,1453,0.01,,0.2,2,,36,7,0,200,,,180,,0.1,17.9,,,25.3,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/23/1985,,100,,100,12.53,1551,1337,0,,0,1,,37,34,0,220,,,225,,,17.9,,,24.2,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/24/1985,,100,,100,11.41,839,933,0.02,,0,0,,38,16,0,300,,,315,,,21,,,24.2,,,,,,,,,,,,,1,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/25/1985,,90,,90,12.3,1653,2033,0.01,,0.3,0,,17,1,114,290,,,270,,,17,,,25.3,,1,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/26/1985,,80,,100,14.09,1337,1447,0.07,,1.6,0,,30,0,0,170,,,180,,,23,,,30,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/27/1985,,80,,90,18.34,850,732,0,,0.2,2,,34,19,101,260,,,270,,0.1,28,,,40.3,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/28/1985,,30,,20,10.51,1050,25,0,,0,2,,25,9,467,260,,,270,,0.1,19.9,,,23,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/29/1985,,30,,0,9.62,940,922,0,,0,1,,28,17,547,280,,,270,,,21.9,,,31.1,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/30/1985,,30,,30,9.4,1650,1231,0,,0,1,,34,12,537,190,,,225,,,17.9,,,23,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/31/1985,,100,,100,13.65,32767,1818,0,,0,0,,42,24,117,,,,315,,,,,,27.5,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/1/1986,,70,,50,8.5,1350,1528,0,,0,0,,34,16,539,200,,,180,,,14.1,,,17.2,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/2/1986,,100,,90,6.71,1450,2306,0,,0,0,,45,31,164,190,,,180,,,16.1,,,20.8,,,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/3/1986,,100,,100,13.42,650,958,0.01,,0,0,,45,33,0,240,,,270,,,23,,,38,,1,,,,,,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/4/1986,,100,,100,9.17,2150,2147,0.01,,0,0,,41,32,181,270,,,270,,,23.9,,,30,,,,,,,,,,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/5/1986,,60,,70,17.45,250,223,0.02,,0.5,0,,35,25,329,280,,,270,,,25.1,,,39.1,,1,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/6/1986,,60,,60,10.51,52,2,0,,0,0,,29,20,345,240,,,225,,,17,,,23,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/7/1986,,60,,80,8.5,1152,1547,0,,0,0,,21,11,205,350,,,360,,,16.1,,,19.5,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/8/1986,,0,,0,2.24,1450,1511,0,,0,0,,25,5,569,230,,,225,,,6.9,,,10.3,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/9/1986,,0,,0,10.07,1552,1533,0,,0,0,,42,14,571,230,,,225,,,21,,,26.4,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/10/1986,,40,,70,6.04,850,1559,0,,0,0,,42,23,243,260,,,360,,,12.1,,,15,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/11/1986,,10,,10,7.61,1450,1449,0,,0,0,,46,19,498,210,,,225,,,19.9,,,23,,1,1,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/12/1986,,40,,30,16.55,1350,1828,0.01,,0.1,0,,48,32,437,240,,,315,,,28,,,42.5,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/13/1986,,70,,40,12.08,650,430,0.02,,0.4,0,,32,14,430,320,,,315,,,19.9,,,33.3,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/14/1986,,90,,90,6.71,1750,1707,0,,0,0,,28,17,184,340,,,315,,,16.1,,,21.9,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/15/1986,,20,,40,5.82,1450,1341,0,,0,0,,34,13,509,200,,,180,,,13,,,19.5,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/16/1986,,40,,50,5.59,1450,1430,0,,0,0,,53,19,505,180,,,180,,,13,,,17.2,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/17/1986,,100,,100,10.51,1150,1227,0.34,,0,0,,49,44,0,220,,,225,,,17,,,25.3,,1,,,,,,,,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/18/1986,,100,,100,8.5,1150,1522,0.05,,0,0,,55,46,91,210,,,180,,,14.1,,,17.2,,1,1,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/19/1986,,100,,100,12.75,2151,2328,0.91,,1.2,0,,50,32,0,330,,,315,,,17.9,,,28.9,,1,,,1,,,,,,,,1,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/20/1986,,100,,100,13.87,1550,450,0,,0,1,,34,31,0,300,,,315,,,17.9,,,32.2,,1,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/21/1986,,70,,60,8.95,1250,1427,0,,0,0,,43,25,545,150,,,135,,,16.1,,,24.2,,1,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/22/1986,,100,,100,12.08,1150,1254,0,,0,0,,51,33,7,280,,,270,,,19.9,,,28.9,,,,,,,,,,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/23/1986,,30,,20,2.01,50,113,0,,0,0,,40,25,564,310,,,315,,,6.9,,,12.8,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/24/1986,,60,,70,8.95,1150,1203,0,,0,0,,41,24,409,120,,,135,,,17,,,23,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/25/1986,,100,,100,12.75,450,404,0.12,,0.8,0,,39,33,0,180,,,180,,,19.9,,,34.4,,1,,,,,,,,,,,1,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/26/1986,,100,,100,10.51,1950,2057,0.02,,0.7,0,,36,17,0,290,,,270,,,23,,,30,,1,,,,,,,,1,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/27/1986,,80,,80,18.12,250,734,0.02,,0.8,1,,18,5,419,350,,,360,,,21.9,,,31.1,,,,,,,,,,1,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/28/1986,,80,,70,12.53,452,13,0,,0,1,,17,1,484,270,,,270,,,21,,,26.4,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/29/1986,,100,,100,7.83,1719,1724,0.01,,0.3,1,,28,17,122,320,,,315,,,14.1,,,17.2,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/30/1986,,90,,80,5.59,1650,51,0,,0,1,,29,18,334,180,,,315,,,10.1,,,19.5,,1,,,,,,,1,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/31/1986,,90,,100,3.36,1250,1247,0,,0,0,,35,22,164,170,,,180,,,10.1,,,11.4,,,,,,,,,1,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/1/1986,,100,,100,10.74,1852,1911,0.17,,0,0,,57,31,105,210,,,225,,,17,,,27.5,,1,,,,,1,,,,,,1,,1,1,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/2/1986,,100,,100,5.14,408,158,0.01,,0,0,,50,35,0,340,,,225,,,12.1,,,16.1,,1,1,,,,,,,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/3/1986,,100,,100,5.14,2352,2325,0.34,,0,0,,43,34,0,130,,,90,,,8.9,,,18.3,,1,,,,,,,,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/4/1986,,100,,100,8.72,2250,2228,0.71,,0,0,,59,42,0,200,,,180,,,16.1,,,23,,1,,,,,,,,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/5/1986,,90,,90,8.72,1450,1828,0.11,,0,0,,64,38,163,350,,,315,,,15,,,21.9,,1,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/6/1986,,100,,100,10.51,2050,2057,0.32,,0,0,,41,36,20,80,,,90,,,19.9,,,31.1,,1,,1,,,,,,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/7/1986,,100,,100,17.22,750,1150,0.14,,0,0,,46,28,0,240,,,270,,,23,,,35.6,,1,,,1,,,,,,,,,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/8/1986,,90,,100,5.82,2350,6,0,,0,0,,32,24,6,310,,,315,,,13,,,30,,,,,,,,,1,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/9/1986,,100,,100,5.82,1750,1252,0,,0,0,,31,25,0,270,,,270,,,8.9,,,15,,,,,,,,,1,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/10/1986,,100,,100,8.5,1552,1549,0.04,,0.8,0,,26,17,6,10,,,360,,,12.1,,,17.2,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/11/1986,,80,,90,9.62,1554,417,0.05,,1.7,2,,25,13,424,340,,,360,,0.1,14.1,,,19.5,,1,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/12/1986,,60,,80,8.5,1646,1953,0,,0,2,,20,8,280,270,,,315,,,17,,,23,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/13/1986,,40,,20,9.62,50,202,0,,0,1,,19,3,575,290,,,315,,,15,,,20.8,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/14/1986,,100,,100,9.17,1210,1212,0.21,,3,1,,30,18,0,190,,,180,,0.2,14.1,,,19.5,,1,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/15/1986,,70,,40,9.62,1150,1005,0,,0,3,,26,18,421,280,,,270,,0.2,17.9,,,24.2,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/16/1986,,100,,100,7.38,1352,754,0.03,,0,2,,41,21,0,150,,,135,,0.1,12.1,,,17.2,,1,,,,,1,,,,,,1,,1,1,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/17/1986,,100,,100,6.71,1350,1351,0.22,,0,0,,52,39,0,180,,,180,,,10.1,,,21.9,,1,,1,,,,,,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/18/1986,,90,,90,5.59,1650,1643,0,,0,0,,61,44,80,240,,,225,,,12.1,,,17.2,,1,1,,,,,,1,,,,,,,,,,,,
